network_id,symbol,usd_price
4,ETH,1570.2378672426828
2,TT,0.002682322076544331
0,TT,0.002682322076544331
3,TT,0.002682322076544331
1,TT,0.002682322076544331
5,ASTR,0.023214718124633056
